Movie Name,Storyline
The Tale of Texas Pool,"Follows Davis family's journey in Texas pool circuit, from dusty saloons to Texas Open. Torn by tragedy, they fight for redemption, embodying Texan spirit. Drama unfolds as legends rise, champions crowned in game fusing skill and fate."
Solos en la noche,"A group of politically motivated labor lawyers hides in a house when the coup d'état of February 23, 1981 takes place in Spain. Without really knowing what to do."
Rob N Roll,"Decadent Murong Hui teams up with violent bandits after a botched robbery. A female detective pursues them as they scheme to steal a bag of money, leading to chaotic events due to betrayals and twists under the ""I rob, you rob me"" code."
Teriyaan Meriyaan Hera Pheriyan,"Lucky is a young taxi driver whose dream of moving to the UK is thwarted by financial constraints. When he falls for Paali, whose father proposes a fake marriage to facilitate her UK immigration, Lucky agrees, hoping to win her love"
Crypto Storm,"Lok, an investigator of ICAC, probe a bank exec's crypto market manipulation. Discovering the bank's ruin and a kidnapping ransom in crypto, Lok suspects a deeper conspiracy and vows to catch the mastermind."
Jolly O Gymkhana,"A Tenkasi-based family finds a dead person, and is forced to go on a journey that makes them reach Kodaikanal."
Madame Luna,"An Eritrean refugee hides her identity as the notorious human trafficker, ""Madame Luna"". When she is forced to stay in Italy on her way to freedom, she experiences the same hardships endured by the people she exploited."
Catch a Killer,"When a horror movie buff gets kicked off the police force, he and his girlfriend hunt a serial killer copy-catting the murders from famous horror films."
The Convent,Emilia is sent to a convent where paranormal forces begin to mount among the religious and mentally ill women confined in the place.
A Sudden Glimpse to Deeper Things,Exploring the pivotal 1949 experience atop Switzerland's Grindelwald glacier that reshaped British modernist painter Wilhelmina Barns-Graham's artistic perspective for decades to come.
Balayi Olayi,"The newlywed couple, Hasan and Nazli, set out for their honeymoon with excitement, right after the wedding, without even taking off their wedding dress and groom's suit. While Nazli thinks the place they are going is a holiday village, it turns out to be a fake village holiday from the village house. They get into all kinds of trouble during their holiday."
Appetite for Sin,"The story focuses on FBI agent Sarah Hase, a vampire, hunting vampire killer Jeffery Nelson. Another vampire simultaneously pursues Nelson for unknown reasons, escalating the race to find him first while questioning character motives."
Realm of Shadows,"Enter a world of mystery, possession and shadows in an anthology of short horror themed tales woven into a full length feature presentation. Even the most shocking stories are based on true events. Starring horror legend Tony Todd."
Kaazh,A Tamil couple and an international student face adjustment issues after moving to Australia.
Guys at Parties Like It,"As part of a brutal hazing ritual, a young frat pledge leads a wasted girl upstairs to swipe his v-card, only to discover getting lucky isn't so easy."
Back Up,"Mirza's decisions shattered his family, love, and friendships. Decades later, a quiet Bosnian village faces ghosts from the past when journalist Ena discovers hidden secrets, sparking chaos and changing the lives of all involved forever."
Día Ocho,"Three stories of faith and hope, intertwined through time with the life of faith-healing priest Emiliano Tardif."
Twisted: The 10 Most Sadistic Serial Killers,"A wild, true-crime ride that delves into the sick and sadistic methods of the world's 10 worst serial killers. In this gruesome special, we rank the most notorious serial killers beginning at number 10"
Negligence,A man remains unaware that his wife was sexually assaulted by an individual seeking vengeance against him.
The Mitchin Murders,"Two journalists arrive in the small-town of Mitchin, Iowa in 1994 on a mission to solve a string of mysterious murders that started four years prior."
Non aprite quella bara,
La petite vadrouille,"Justine, her husband and their gang of friends come up with a solution to their money problems: organize a fake romantic cruise for Franck, a major investor, who is looking to seduce a woman."
Mirza: Part 1 - Joker,"Mirza is a Gangster, born just to break the rules, being investigated by the local police, CBI. The action-packed movie will have plenty of surprises. Ankush Hazra Fast Products Film."
A Christmas Miracle,"Family rallies to save local community center's Christmas Jubilee from losing funding, ensuring a merry celebration for all, especially children."
En plads i solen,
Our Father Wears a Sun,"After actor Søren Spanning's stroke in 2014, his children document their family's adaptation over six years, navigating their evolving relationship and coping with grief until his death in 2020."
Tekka,"A janitor who lost his job and is trying to get it back by holding a girl hostage. Things get complicated when the girl's mother, Pooja, kidnaps Iqlakh's son Guddu, creating a stalemate between the parents."
The Sidemen Story,The pioneering British collective of internet personalities and content creators take a look back at their journey over their first decade together.
Damn! The Duke Got the Wrong Girl,"After a passionate night, Ava is stunned to learn Edmund is the new CEO, making her his secretary. She is trapped guarding their secret. Meanwhile, her friend Chloe manipulates Edmund into believing she's his mystery woman."
